feature,importance
ear,0.2639033795986931
left_eye_height_1,0.25002740623412373
left_ear,0.18764026794055824
left_eye_height_2,0.1408052669335564
right_eye_height_1,0.06442219453386784
right_eye_height_2,0.0442906974513804
right_eye_width,0.021858651836811873
right_ear,0.018001633522656872
left_eye_width,0.009050501948351558
